full date,Country_Region,population,total,one_shot,one_shot_perc,two_shots,two_shots_perc,three_shots,three_shots_perc
2020-06-06,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-09,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-09,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-09,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-10,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-10,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-10,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-11,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-11,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-11,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-13,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-13,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-13,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-14,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-14,Mexico,127504120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-14,US,338289856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15,Canada,38454328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
